run_id,sample_idx,realization,Dind,Ku1,Aex,alpha,Temp,sigma,mx3_path,out_dir,returncode,timestamp_start,timestamp_end
21,21,0,0.0001071428571428,1400000.0,3.1e-11,1.0,0.0,0.0535714285714285,mumax_dataset_ku_by_block_disorder/run_00021/run_00021.mx3,mumax_dataset_ku_by_block_disorder/run_00021,0,1764024541.6936944,1764024590.8512216
22,22,0,0.0001071428571428,1400000.0,3.1e-11,1.0,0.0,0.0642857142857142,mumax_dataset_ku_by_block_disorder/run_00022/run_00022.mx3,mumax_dataset_ku_by_block_disorder/run_00022,0,1764024590.8531952,1764024638.4898777
23,23,0,0.0001071428571428,1400000.0,3.1e-11,1.0,0.0,0.075,mumax_dataset_ku_by_block_disorder/run_00023/run_00023.mx3,mumax_dataset_ku_by_block_disorder/run_00023,0,1764024638.491301,1764024685.8406043
24,24,0,0.0001071428571428,1400000.0,3.1e-11,1.0,0.0,0.0857142857142857,mumax_dataset_ku_by_block_disorder/run_00024/run_00024.mx3,mumax_dataset_ku_by_block_disorder/run_00024,0,1764024685.8421726,1764024735.0569277
25,25,0,0.0001071428571428,1400000.0,3.1e-11,1.0,0.0,0.0964285714285714,mumax_dataset_ku_by_block_disorder/run_00025/run_00025.mx3,mumax_dataset_ku_by_block_disorder/run_00025,0,1764024735.0585072,1764024783.3676088
26,26,0,0.0001071428571428,1400000.0,3.1e-11,1.0,0.0,0.1071428571428571,mumax_dataset_ku_by_block_disorder/run_00026/run_00026.mx3,mumax_dataset_ku_by_block_disorder/run_00026,0,1764024783.3691416,1764024837.7023678
27,27,0,0.0001071428571428,1400000.0,3.1e-11,1.0,0.0,0.1178571428571428,mumax_dataset_ku_by_block_disorder/run_00027/run_00027.mx3,mumax_dataset_ku_by_block_disorder/run_00027,0,1764024837.7041025,1764024886.1197257
28,28,0,0.0001071428571428,1400000.0,3.1e-11,1.0,0.0,0.1285714285714285,mumax_dataset_ku_by_block_disorder/run_00028/run_00028.mx3,mumax_dataset_ku_by_block_disorder/run_00028,0,1764024886.1213722,1764024934.1003797
29,29,0,0.0001071428571428,1400000.0,3.1e-11,1.0,0.0,0.1392857142857143,mumax_dataset_ku_by_block_disorder/run_00029/run_00029.mx3,mumax_dataset_ku_by_block_disorder/run_00029,0,1764024934.102991,1764024982.2784271
30,30,0,0.0001071428571428,1400000.0,3.1e-11,1.0,0.0,0.15,mumax_dataset_ku_by_block_disorder/run_00030/run_00030.mx3,mumax_dataset_ku_by_block_disorder/run_00030,0,1764024982.2800007,1764025033.0718038
31,31,0,0.0002142857142857,1400000.0,3.1e-11,1.0,0.0,0.0,mumax_dataset_ku_by_block_disorder/run_00031/run_00031.mx3,mumax_dataset_ku_by_block_disorder/run_00031,0,1764025033.0736237,1764025083.2505994
32,32,0,0.0002142857142857,1400000.0,3.1e-11,1.0,0.0,0.0107142857142857,mumax_dataset_ku_by_block_disorder/run_00032/run_00032.mx3,mumax_dataset_ku_by_block_disorder/run_00032,0,1764025083.2523494,1764025132.1373532
33,33,0,0.0002142857142857,1400000.0,3.1e-11,1.0,0.0,0.0214285714285714,mumax_dataset_ku_by_block_disorder/run_00033/run_00033.mx3,mumax_dataset_ku_by_block_disorder/run_00033,0,1764025132.139177,1764025178.989645
34,34,0,0.0002142857142857,1400000.0,3.1e-11,1.0,0.0,0.0321428571428571,mumax_dataset_ku_by_block_disorder/run_00034/run_00034.mx3,mumax_dataset_ku_by_block_disorder/run_00034,0,1764025178.9922965,1764025228.0058584
35,35,0,0.0002142857142857,1400000.0,3.1e-11,1.0,0.0,0.0428571428571428,mumax_dataset_ku_by_block_disorder/run_00035/run_00035.mx3,mumax_dataset_ku_by_block_disorder/run_00035,0,1764025228.0076532,1764025275.7099135
36,36,0,0.0002142857142857,1400000.0,3.1e-11,1.0,0.0,0.0535714285714285,mumax_dataset_ku_by_block_disorder/run_00036/run_00036.mx3,mumax_dataset_ku_by_block_disorder/run_00036,0,1764025275.7115502,1764025325.209351
37,37,0,0.0002142857142857,1400000.0,3.1e-11,1.0,0.0,0.0642857142857142,mumax_dataset_ku_by_block_disorder/run_00037/run_00037.mx3,mumax_dataset_ku_by_block_disorder/run_00037,0,1764025325.2109785,1764025373.5642982
38,38,0,0.0002142857142857,1400000.0,3.1e-11,1.0,0.0,0.075,mumax_dataset_ku_by_block_disorder/run_00038/run_00038.mx3,mumax_dataset_ku_by_block_disorder/run_00038,0,1764025373.565917,1764025421.5024135
39,39,0,0.0002142857142857,1400000.0,3.1e-11,1.0,0.0,0.0857142857142857,mumax_dataset_ku_by_block_disorder/run_00039/run_00039.mx3,mumax_dataset_ku_by_block_disorder/run_00039,0,1764025421.504138,1764025470.297218
40,40,0,0.0002142857142857,1400000.0,3.1e-11,1.0,0.0,0.0964285714285714,mumax_dataset_ku_by_block_disorder/run_00040/run_00040.mx3,mumax_dataset_ku_by_block_disorder/run_00040,0,1764025470.2989817,1764025517.926221
41,41,0,0.0002142857142857,1400000.0,3.1e-11,1.0,0.0,0.1071428571428571,mumax_dataset_ku_by_block_disorder/run_00041/run_00041.mx3,mumax_dataset_ku_by_block_disorder/run_00041,0,1764025517.9281034,1764025570.839322
42,42,0,0.0002142857142857,1400000.0,3.1e-11,1.0,0.0,0.1178571428571428,mumax_dataset_ku_by_block_disorder/run_00042/run_00042.mx3,mumax_dataset_ku_by_block_disorder/run_00042,0,1764025570.841045,1764025619.9947064
43,43,0,0.0002142857142857,1400000.0,3.1e-11,1.0,0.0,0.1285714285714285,mumax_dataset_ku_by_block_disorder/run_00043/run_00043.mx3,mumax_dataset_ku_by_block_disorder/run_00043,0,1764025619.9963963,1764025668.5629282
44,44,0,0.0002142857142857,1400000.0,3.1e-11,1.0,0.0,0.1392857142857143,mumax_dataset_ku_by_block_disorder/run_00044/run_00044.mx3,mumax_dataset_ku_by_block_disorder/run_00044,0,1764025668.565759,1764025724.4414232
45,45,0,0.0002142857142857,1400000.0,3.1e-11,1.0,0.0,0.15,mumax_dataset_ku_by_block_disorder/run_00045/run_00045.mx3,mumax_dataset_ku_by_block_disorder/run_00045,0,1764025724.443256,1764025772.3438408
46,46,0,0.0003214285714285,1400000.0,3.1e-11,1.0,0.0,0.0,mumax_dataset_ku_by_block_disorder/run_00046/run_00046.mx3,mumax_dataset_ku_by_block_disorder/run_00046,0,1764025772.345613,1764025837.1653454
47,47,0,0.0003214285714285,1400000.0,3.1e-11,1.0,0.0,0.0107142857142857,mumax_dataset_ku_by_block_disorder/run_00047/run_00047.mx3,mumax_dataset_ku_by_block_disorder/run_00047,0,1764025837.168083,1764025893.5412014
48,48,0,0.0003214285714285,1400000.0,3.1e-11,1.0,0.0,0.0214285714285714,mumax_dataset_ku_by_block_disorder/run_00048/run_00048.mx3,mumax_dataset_ku_by_block_disorder/run_00048,0,1764025893.5429575,1764025941.6497197
49,49,0,0.0003214285714285,1400000.0,3.1e-11,1.0,0.0,0.0321428571428571,mumax_dataset_ku_by_block_disorder/run_00049/run_00049.mx3,mumax_dataset_ku_by_block_disorder/run_00049,0,1764025941.65141,1764025995.8985472
50,50,0,0.0003214285714285,1400000.0,3.1e-11,1.0,0.0,0.0428571428571428,mumax_dataset_ku_by_block_disorder/run_00050/run_00050.mx3,mumax_dataset_ku_by_block_disorder/run_00050,0,1764025995.9004176,1764026048.8846812
51,51,0,0.0003214285714285,1400000.0,3.1e-11,1.0,0.0,0.0535714285714285,mumax_dataset_ku_by_block_disorder/run_00051/run_00051.mx3,mumax_dataset_ku_by_block_disorder/run_00051,0,1764026048.8864045,1764026097.1656272
52,52,0,0.0003214285714285,1400000.0,3.1e-11,1.0,0.0,0.0642857142857142,mumax_dataset_ku_by_block_disorder/run_00052/run_00052.mx3,mumax_dataset_ku_by_block_disorder/run_00052,0,1764026097.16784,1764026148.160419
53,53,0,0.0003214285714285,1400000.0,3.1e-11,1.0,0.0,0.075,mumax_dataset_ku_by_block_disorder/run_00053/run_00053.mx3,mumax_dataset_ku_by_block_disorder/run_00053,0,1764026148.1624827,1764026195.2943003
54,54,0,0.0003214285714285,1400000.0,3.1e-11,1.0,0.0,0.0857142857142857,mumax_dataset_ku_by_block_disorder/run_00054/run_00054.mx3,mumax_dataset_ku_by_block_disorder/run_00054,0,1764026195.296179,1764026244.2420568
55,55,0,0.0003214285714285,1400000.0,3.1e-11,1.0,0.0,0.0964285714285714,mumax_dataset_ku_by_block_disorder/run_00055/run_00055.mx3,mumax_dataset_ku_by_block_disorder/run_00055,0,1764026244.244072,1764026304.979529
56,56,0,0.0003214285714285,1400000.0,3.1e-11,1.0,0.0,0.1071428571428571,mumax_dataset_ku_by_block_disorder/run_00056/run_00056.mx3,mumax_dataset_ku_by_block_disorder/run_00056,0,1764026304.9817083,1764026362.4308631
57,57,0,0.0003214285714285,1400000.0,3.1e-11,1.0,0.0,0.1178571428571428,mumax_dataset_ku_by_block_disorder/run_00057/run_00057.mx3,mumax_dataset_ku_by_block_disorder/run_00057,0,1764026362.433142,1764026410.0685782
58,58,0,0.0003214285714285,1400000.0,3.1e-11,1.0,0.0,0.1285714285714285,mumax_dataset_ku_by_block_disorder/run_00058/run_00058.mx3,mumax_dataset_ku_by_block_disorder/run_00058,0,1764026410.070462,1764026459.1645572
59,59,0,0.0003214285714285,1400000.0,3.1e-11,1.0,0.0,0.1392857142857143,mumax_dataset_ku_by_block_disorder/run_00059/run_00059.mx3,mumax_dataset_ku_by_block_disorder/run_00059,0,1764026459.1665068,1764026510.4617016
60,60,0,0.0003214285714285,1400000.0,3.1e-11,1.0,0.0,0.15,mumax_dataset_ku_by_block_disorder/run_00060/run_00060.mx3,mumax_dataset_ku_by_block_disorder/run_00060,0,1764026510.463653,1764026564.694291
61,61,0,0.0004285714285714,1400000.0,3.1e-11,1.0,0.0,0.0,mumax_dataset_ku_by_block_disorder/run_00061/run_00061.mx3,mumax_dataset_ku_by_block_disorder/run_00061,0,1764026564.6962109,1764026621.1829126
62,62,0,0.0004285714285714,1400000.0,3.1e-11,1.0,0.0,0.0107142857142857,mumax_dataset_ku_by_block_disorder/run_00062/run_00062.mx3,mumax_dataset_ku_by_block_disorder/run_00062,0,1764026621.1849113,1764026668.6984613
63,63,0,0.0004285714285714,1400000.0,3.1e-11,1.0,0.0,0.0214285714285714,mumax_dataset_ku_by_block_disorder/run_00063/run_00063.mx3,mumax_dataset_ku_by_block_disorder/run_00063,0,1764026668.700389,1764026718.8995376
64,64,0,0.0004285714285714,1400000.0,3.1e-11,1.0,0.0,0.0321428571428571,mumax_dataset_ku_by_block_disorder/run_00064/run_00064.mx3,mumax_dataset_ku_by_block_disorder/run_00064,0,1764026718.901333,1764026767.875727
65,65,0,0.0004285714285714,1400000.0,3.1e-11,1.0,0.0,0.0428571428571428,mumax_dataset_ku_by_block_disorder/run_00065/run_00065.mx3,mumax_dataset_ku_by_block_disorder/run_00065,0,1764026767.8776429,1764026815.514243
66,66,0,0.0004285714285714,1400000.0,3.1e-11,1.0,0.0,0.0535714285714285,mumax_dataset_ku_by_block_disorder/run_00066/run_00066.mx3,mumax_dataset_ku_by_block_disorder/run_00066,0,1764026815.5161762,1764026866.4622817
67,67,0,0.0004285714285714,1400000.0,3.1e-11,1.0,0.0,0.0642857142857142,mumax_dataset_ku_by_block_disorder/run_00067/run_00067.mx3,mumax_dataset_ku_by_block_disorder/run_00067,0,1764026866.4642663,1764026914.1251535
68,68,0,0.0004285714285714,1400000.0,3.1e-11,1.0,0.0,0.075,mumax_dataset_ku_by_block_disorder/run_00068/run_00068.mx3,mumax_dataset_ku_by_block_disorder/run_00068,0,1764026914.126982,1764026961.7134442
69,69,0,0.0004285714285714,1400000.0,3.1e-11,1.0,0.0,0.0857142857142857,mumax_dataset_ku_by_block_disorder/run_00069/run_00069.mx3,mumax_dataset_ku_by_block_disorder/run_00069,0,1764026961.715795,1764027009.11093
70,70,0,0.0004285714285714,1400000.0,3.1e-11,1.0,0.0,0.0964285714285714,mumax_dataset_ku_by_block_disorder/run_00070/run_00070.mx3,mumax_dataset_ku_by_block_disorder/run_00070,0,1764027009.1127894,1764027056.4703786
71,71,0,0.0004285714285714,1400000.0,3.1e-11,1.0,0.0,0.1071428571428571,mumax_dataset_ku_by_block_disorder/run_00071/run_00071.mx3,mumax_dataset_ku_by_block_disorder/run_00071,0,1764027056.4724677,1764027103.774153
72,72,0,0.0004285714285714,1400000.0,3.1e-11,1.0,0.0,0.1178571428571428,mumax_dataset_ku_by_block_disorder/run_00072/run_00072.mx3,mumax_dataset_ku_by_block_disorder/run_00072,0,1764027103.7764218,1764027151.69602
73,73,0,0.0004285714285714,1400000.0,3.1e-11,1.0,0.0,0.1285714285714285,mumax_dataset_ku_by_block_disorder/run_00073/run_00073.mx3,mumax_dataset_ku_by_block_disorder/run_00073,0,1764027151.6981418,1764027202.102841
74,74,0,0.0004285714285714,1400000.0,3.1e-11,1.0,0.0,0.1392857142857143,mumax_dataset_ku_by_block_disorder/run_00074/run_00074.mx3,mumax_dataset_ku_by_block_disorder/run_00074,0,1764027202.1048346,1764027250.792198
75,75,0,0.0004285714285714,1400000.0,3.1e-11,1.0,0.0,0.15,mumax_dataset_ku_by_block_disorder/run_00075/run_00075.mx3,mumax_dataset_ku_by_block_disorder/run_00075,0,1764027250.8018093,1764027301.1909225
76,76,0,0.0005357142857142,1400000.0,3.1e-11,1.0,0.0,0.0,mumax_dataset_ku_by_block_disorder/run_00076/run_00076.mx3,mumax_dataset_ku_by_block_disorder/run_00076,0,1764027301.1929045,1764027370.9705496
77,77,0,0.0005357142857142,1400000.0,3.1e-11,1.0,0.0,0.0107142857142857,mumax_dataset_ku_by_block_disorder/run_00077/run_00077.mx3,mumax_dataset_ku_by_block_disorder/run_00077,0,1764027370.972566,1764027426.6001318
78,78,0,0.0005357142857142,1400000.0,3.1e-11,1.0,0.0,0.0214285714285714,mumax_dataset_ku_by_block_disorder/run_00078/run_00078.mx3,mumax_dataset_ku_by_block_disorder/run_00078,0,1764027426.6020567,1764027473.5808218
79,79,0,0.0005357142857142,1400000.0,3.1e-11,1.0,0.0,0.0321428571428571,mumax_dataset_ku_by_block_disorder/run_00079/run_00079.mx3,mumax_dataset_ku_by_block_disorder/run_00079,0,1764027473.5828526,1764027521.2250268
80,80,0,0.0005357142857142,1400000.0,3.1e-11,1.0,0.0,0.0428571428571428,mumax_dataset_ku_by_block_disorder/run_00080/run_00080.mx3,mumax_dataset_ku_by_block_disorder/run_00080,0,1764027521.2270546,1764027576.015558
81,81,0,0.0005357142857142,1400000.0,3.1e-11,1.0,0.0,0.0535714285714285,mumax_dataset_ku_by_block_disorder/run_00081/run_00081.mx3,mumax_dataset_ku_by_block_disorder/run_00081,0,1764027576.0175974,1764027628.580331
82,82,0,0.0005357142857142,1400000.0,3.1e-11,1.0,0.0,0.0642857142857142,mumax_dataset_ku_by_block_disorder/run_00082/run_00082.mx3,mumax_dataset_ku_by_block_disorder/run_00082,0,1764027628.5825226,1764027676.9215703
83,83,0,0.0005357142857142,1400000.0,3.1e-11,1.0,0.0,0.075,mumax_dataset_ku_by_block_disorder/run_00083/run_00083.mx3,mumax_dataset_ku_by_block_disorder/run_00083,0,1764027676.9236555,1764027727.383849
84,84,0,0.0005357142857142,1400000.0,3.1e-11,1.0,0.0,0.0857142857142857,mumax_dataset_ku_by_block_disorder/run_00084/run_00084.mx3,mumax_dataset_ku_by_block_disorder/run_00084,0,1764027727.385927,1764027774.610401
85,85,0,0.0005357142857142,1400000.0,3.1e-11,1.0,0.0,0.0964285714285714,mumax_dataset_ku_by_block_disorder/run_00085/run_00085.mx3,mumax_dataset_ku_by_block_disorder/run_00085,0,1764027774.6124551,1764027821.9373164
86,86,0,0.0005357142857142,1400000.0,3.1e-11,1.0,0.0,0.1071428571428571,mumax_dataset_ku_by_block_disorder/run_00086/run_00086.mx3,mumax_dataset_ku_by_block_disorder/run_00086,0,1764027821.9396653,1764027870.0706208
87,87,0,0.0005357142857142,1400000.0,3.1e-11,1.0,0.0,0.1178571428571428,mumax_dataset_ku_by_block_disorder/run_00087/run_00087.mx3,mumax_dataset_ku_by_block_disorder/run_00087,0,1764027870.0727873,1764027918.057715
88,88,0,0.0005357142857142,1400000.0,3.1e-11,1.0,0.0,0.1285714285714285,mumax_dataset_ku_by_block_disorder/run_00088/run_00088.mx3,mumax_dataset_ku_by_block_disorder/run_00088,0,1764027918.0597954,1764027979.8999925
89,89,0,0.0005357142857142,1400000.0,3.1e-11,1.0,0.0,0.1392857142857143,mumax_dataset_ku_by_block_disorder/run_00089/run_00089.mx3,mumax_dataset_ku_by_block_disorder/run_00089,0,1764027979.9023385,1764028043.1411345
90,90,0,0.0005357142857142,1400000.0,3.1e-11,1.0,0.0,0.15,mumax_dataset_ku_by_block_disorder/run_00090/run_00090.mx3,mumax_dataset_ku_by_block_disorder/run_00090,0,1764028043.1435194,1764028102.2371063
91,91,0,0.0006428571428571,1400000.0,3.1e-11,1.0,0.0,0.0,mumax_dataset_ku_by_block_disorder/run_00091/run_00091.mx3,mumax_dataset_ku_by_block_disorder/run_00091,0,1764028102.23925,1764028185.716017
92,92,0,0.0006428571428571,1400000.0,3.1e-11,1.0,0.0,0.0107142857142857,mumax_dataset_ku_by_block_disorder/run_00092/run_00092.mx3,mumax_dataset_ku_by_block_disorder/run_00092,0,1764028185.718169,1764028234.605737
93,93,0,0.0006428571428571,1400000.0,3.1e-11,1.0,0.0,0.0214285714285714,mumax_dataset_ku_by_block_disorder/run_00093/run_00093.mx3,mumax_dataset_ku_by_block_disorder/run_00093,0,1764028234.607831,1764028287.3458602
94,94,0,0.0006428571428571,1400000.0,3.1e-11,1.0,0.0,0.0321428571428571,mumax_dataset_ku_by_block_disorder/run_00094/run_00094.mx3,mumax_dataset_ku_by_block_disorder/run_00094,0,1764028287.348421,1764028337.7812326
95,95,0,0.0006428571428571,1400000.0,3.1e-11,1.0,0.0,0.0428571428571428,mumax_dataset_ku_by_block_disorder/run_00095/run_00095.mx3,mumax_dataset_ku_by_block_disorder/run_00095,0,1764028337.7834818,1764028384.4622788
96,96,0,0.0006428571428571,1400000.0,3.1e-11,1.0,0.0,0.0535714285714285,mumax_dataset_ku_by_block_disorder/run_00096/run_00096.mx3,mumax_dataset_ku_by_block_disorder/run_00096,0,1764028384.4644368,1764028432.787342
97,97,0,0.0006428571428571,1400000.0,3.1e-11,1.0,0.0,0.0642857142857142,mumax_dataset_ku_by_block_disorder/run_00097/run_00097.mx3,mumax_dataset_ku_by_block_disorder/run_00097,0,1764028432.7896109,1764028482.6583254
98,98,0,0.0006428571428571,1400000.0,3.1e-11,1.0,0.0,0.075,mumax_dataset_ku_by_block_disorder/run_00098/run_00098.mx3,mumax_dataset_ku_by_block_disorder/run_00098,0,1764028482.6618893,1764028530.4467769
99,99,0,0.0006428571428571,1400000.0,3.1e-11,1.0,0.0,0.0857142857142857,mumax_dataset_ku_by_block_disorder/run_00099/run_00099.mx3,mumax_dataset_ku_by_block_disorder/run_00099,0,1764028530.4490106,1764028578.2917538
100,100,0,0.0006428571428571,1400000.0,3.1e-11,1.0,0.0,0.0964285714285714,mumax_dataset_ku_by_block_disorder/run_00100/run_00100.mx3,mumax_dataset_ku_by_block_disorder/run_00100,0,1764028578.2940104,1764028631.4870582
101,101,0,0.0006428571428571,1400000.0,3.1e-11,1.0,0.0,0.1071428571428571,mumax_dataset_ku_by_block_disorder/run_00101/run_00101.mx3,mumax_dataset_ku_by_block_disorder/run_00101,0,1764028631.4893792,1764028682.7107754
102,102,0,0.0006428571428571,1400000.0,3.1e-11,1.0,0.0,0.1178571428571428,mumax_dataset_ku_by_block_disorder/run_00102/run_00102.mx3,mumax_dataset_ku_by_block_disorder/run_00102,0,1764028682.7130282,1764028730.368323
103,103,0,0.0006428571428571,1400000.0,3.1e-11,1.0,0.0,0.1285714285714285,mumax_dataset_ku_by_block_disorder/run_00103/run_00103.mx3,mumax_dataset_ku_by_block_disorder/run_00103,0,1764028730.3709702,1764028778.053552
104,104,0,0.0006428571428571,1400000.0,3.1e-11,1.0,0.0,0.1392857142857143,mumax_dataset_ku_by_block_disorder/run_00104/run_00104.mx3,mumax_dataset_ku_by_block_disorder/run_00104,0,1764028778.0558434,1764028825.7931612
105,105,0,0.0006428571428571,1400000.0,3.1e-11,1.0,0.0,0.15,mumax_dataset_ku_by_block_disorder/run_00105/run_00105.mx3,mumax_dataset_ku_by_block_disorder/run_00105,0,1764028825.7956345,1764028874.025574
106,106,0,0.00075,1400000.0,3.1e-11,1.0,0.0,0.0,mumax_dataset_ku_by_block_disorder/run_00106/run_00106.mx3,mumax_dataset_ku_by_block_disorder/run_00106,0,1764028874.027836,1764028936.8762047
107,107,0,0.00075,1400000.0,3.1e-11,1.0,0.0,0.0107142857142857,mumax_dataset_ku_by_block_disorder/run_00107/run_00107.mx3,mumax_dataset_ku_by_block_disorder/run_00107,0,1764028936.8786917,1764028983.5233636
108,108,0,0.00075,1400000.0,3.1e-11,1.0,0.0,0.0214285714285714,mumax_dataset_ku_by_block_disorder/run_00108/run_00108.mx3,mumax_dataset_ku_by_block_disorder/run_00108,0,1764028983.525614,1764029029.9150674
109,109,0,0.00075,1400000.0,3.1e-11,1.0,0.0,0.0321428571428571,mumax_dataset_ku_by_block_disorder/run_00109/run_00109.mx3,mumax_dataset_ku_by_block_disorder/run_00109,0,1764029029.9176884,1764029079.0137188
110,110,0,0.00075,1400000.0,3.1e-11,1.0,0.0,0.0428571428571428,mumax_dataset_ku_by_block_disorder/run_00110/run_00110.mx3,mumax_dataset_ku_by_block_disorder/run_00110,0,1764029079.0159116,1764029127.1929924
111,111,0,0.00075,1400000.0,3.1e-11,1.0,0.0,0.0535714285714285,mumax_dataset_ku_by_block_disorder/run_00111/run_00111.mx3,mumax_dataset_ku_by_block_disorder/run_00111,0,1764029127.1954126,1764029174.98234
112,112,0,0.00075,1400000.0,3.1e-11,1.0,0.0,0.0642857142857142,mumax_dataset_ku_by_block_disorder/run_00112/run_00112.mx3,mumax_dataset_ku_by_block_disorder/run_00112,0,1764029174.9845908,1764029223.6664455
113,113,0,0.00075,1400000.0,3.1e-11,1.0,0.0,0.075,mumax_dataset_ku_by_block_disorder/run_00113/run_00113.mx3,mumax_dataset_ku_by_block_disorder/run_00113,0,1764029223.6688013,1764029270.6958458
114,114,0,0.00075,1400000.0,3.1e-11,1.0,0.0,0.0857142857142857,mumax_dataset_ku_by_block_disorder/run_00114/run_00114.mx3,mumax_dataset_ku_by_block_disorder/run_00114,0,1764029270.6981552,1764029318.3587909
115,115,0,0.00075,1400000.0,3.1e-11,1.0,0.0,0.0964285714285714,mumax_dataset_ku_by_block_disorder/run_00115/run_00115.mx3,mumax_dataset_ku_by_block_disorder/run_00115,0,1764029318.3615072,1764029368.934964
116,116,0,0.00075,1400000.0,3.1e-11,1.0,0.0,0.1071428571428571,mumax_dataset_ku_by_block_disorder/run_00116/run_00116.mx3,mumax_dataset_ku_by_block_disorder/run_00116,0,1764029368.937533,1764029420.157138
